אייקון,יום,תאריך,שם המקום,קטגוריות לסינון,עדיפות,מיקום במפה,מזג אוויר אידיאלי,תיאור ומה ניתן לעשות,תחבורה והגעה ליעד,אזור במסלול,טווח שעות מומלץ,זמן מוערך,ימי סגירה / הערות חשובות,עלות משוערת (₪ ו-¥),איך ומתי להזמין,קישור,משך נסיעה מהיעד הקודם,ניווט גוגל מפות (מהיעד הקודם),סיכון,מתקנים ודרישות,מה צריך להכין מראש
🧳,07 (שני),19/10/2026,משלוח מזוודה ל-Kyoto,לוגיסטיקה | שילוח ציוד,⭐⭐⭐⭐⭐ חובה,"4 Chome-25-3 Chuo, Ota City, Tokyo 143-0024, Japan",הכל (מקורה),"לוגיסטיקת סירים חובה (Ta-Q-Bin): שילוח המזוודה הגדולה לקיוטו באמצע הלילה.
מהלך חובה כדי לנסוע קלים מחר בבוקר.

💡 שימוש חובה בזיפלוק/גופיה: הכנס את כל הנוזלים, השמפו, והקרמים לתוך שקיות זיפלוק אטומות וסגור היטב לפני האריזה במזוודה, למניעת נזילות כתוצאה מלחץ וטלטולי המשלוח!

📦 למה בלילה?
רק אחרי שסיימת לבשל ארוחת ערב בדירה ושטפת את הסירים, ארזת אותם עמוק בתוך המזוודה הגדולה. עכשיו כשהיא מוכנה, יורדים לשלוח אותה בלי תורים! 

📦 פרטי המשלוח למילוי בטופס הוורוד (Ta-Q-Bin):
• שם המלון: Hostel Gion SORA
• כתובת: 427 Rinkacho, Higashiyama Ward, Kyoto
• מיקוד: 605-0062

🚨 מה חובה להשאיר בתיק הגב (ליומיים באקסטרים):
1. בגדים נקיים להחלפה ליומיים.
2. ציוד רחצה מינימלי.
3. סוללות ניידות (Power Banks) - סכנת אש במזוודה!
4. מטענים, כבלים ומתאם.
5. תרופות אישיות.
6. אבקות וחטיפי חלבון ליומיים.
7. אוכל כשר שהכנת / חטיפים למשך היומיים הללו.

[רמת עומס: 🟢 קל - החנות תהיה ריקה לחלוטין].

💡 Plan B: אם חנות הנוחות המקומית סגורה/עמוסה באופן חריג — חפש סניף Yamato Transport ייעודי (Yamato Center) בקרבת מקום או דחה את המשלוח לשעה 07:00 בבוקר המחרת לפני היציאה להאקונה.

🍽️ פתרון תזונה יומי: כלול בארוחת הערב שהכנת בדירה.

🥤 שילוב חלבון: שייק חלבון לסיום היום לפני השינה.

🔍 לסינון: לוגיסטיקה","ירידה קצרה של 2 דקות אל דלפק חנות הנוחות Seven Eleven שנמצאת באותו הבלוק.

[הנחיית שילוח: תשלום באשראי או מזומן].",טוקיו - אומורי,23:30 - 23:50,20 דקות,,"60 ₪ (~3,200 ¥)",🚶‍♂️ אין צורך להזמין מראש: החנות ריקה בשעות האלה.,https://www.kuronekoyamato.co.jp/ytc/en/,≈ 2 דקות (ירידה מהדירה),https://www.google.com/maps/search/?api=1&query=Seven+Eleven+Omori,,⚠️ שירותים,✓ מזוודה ארוזה כולל סירים | ✓ טופס שילוח | ✓ כסף/אשראי




🚄,08 (שלישי),20/10/2026,Odawara Station (Hakone Gateway),תחבורה | רכבת,⭐⭐⭐⭐⭐ חובה,"1 Chome-1-9 Shiroyama, Odawara, Kanagawa 250-0045, Japan",הכל,"עזיבת טוקיו דרומה והגעה לתחנת אודווארה - שער הכניסה המרכזי להאקונה.

[רמת עומס יומית: 🟡 בינוני - מעבר עם תיק גב].

[בוקר: קום מוקדם יותר, התפלל, אכול. עזיבת הדירה באומורי באזור 08:30 כדי לא לקצר את היום!].

🍽️ פתרון תזונה יומי: בנטו כשר מראש לריוקאן.

🥤 שילוב חלבון: שייק חלבון בבוקר בדירה.

💡 Plan B: במקרה עיכוב/ביטול — המתנה בתחנה/מסוף או חלופה (רכבת/אוטובוס/מונית).

🔍 לסינון: תחבורה","מתחנת Omori קח קו JR Keihin-Tohoku דרומה ל-Yokohama, והחלף לקו המהיר JR Tokaido Line לתחנת Odawara.",טוקיו > האקונה,08:30 - 10:15,שעתיים,,"35 ₪ (~1,900 ¥)",🚶‍♂️ תשלום במקום: באמצעות כרטיס IC בשערי התחנה.,https://www.hakonenavi.jp/international/en/,≈ שעה ו-15 דקות ברכבות,https://www.google.com/maps/dir/?api=1&origin=4-26-7+Chuo+Ota+City+Tokyo&destination=Odawara+Station,,⚠️ שירותים,✓ תיק גב קטן בלבד | ✓ כרטיס IC טעון היטב | ✓ Power Bank וכבל

♨️,08 (שלישי),20/10/2026,Tenzan Onsen (Tenzan Tohji-kyo),ספא ומרחצאות | אונסן,⭐⭐⭐⭐⭐ חובה,"208 Yumotochaya, Hakone, Ashigarashimo District, Kanagawa",הכל (מושלם גם בגשם קל),"אונסן טנזאן האותנטי:

• חוויית טבילה מסורתית במעיינות חמים טבעיים בלב היער.

💡 רחצה באונסן היא בעירום מלא ומופרדת מגדרית. ניתן להשתמש במגבת הקטנה (שמסופקת במקום) לכיסוי אזור החלציים מחוץ למים ולהנחתה בצד בעת הכניסה לבריכה.

[רמת עומס: 🟢 קל]

💡 Plan B: אם עמוס/סגור — קיצור השהייה או מעבר לאזור המנוחה המקורה של המתחם.

🍽️ פתרון תזונה: מכוסה בתכנון היומי — אוכל כשר שהוכן/נרכש מראש או חטיפים מהתיק.

🥤 שילוב חלבון: חטיף/שייק חלבון זמין בתיק — לצריכה לפי הצורך.

🔍 לסינון: מרחצאות / ספא","מתחנת Odawara קח רכבת Hakone Tozan לתחנת Hakone-Yumoto, ומשם אוטובוס מקומי בקו K.",האקונה - יומוטו,10:30 - 12:45,שעתיים ורבע,,"35 ₪ (~1,900 ¥)",🚶‍♂️ תשלום במקום: בקופות במזומן בלבד! (אין הזמנה מראש).,https://tenzan.jp/english/,≈ 30 דקות (רכבת + אוטובוס),https://www.google.com/maps/dir/?api=1&origin=Odawara+Station&destination=Tenzan+Onsen+Hakone,,⚠️ שירותים,✓ מגבת גוף קטנה (אם יש) | ✓ מזומן (חובה!) | ✓ Power Bank וכבל

🗿,08 (שלישי),20/10/2026,Hakone Open-Air Museum,מוזיאון | אמנות בטבע,⭐⭐⭐⭐ מומלץ,"1121 Ninotaira, Hakone, Ashigarashimo District, Kanagawa",☀️ שמש / ☁️ מעונן,"המוזיאון הפתוח בהאקונה (נקי מסמלים דתיים):

• פארק מדהים וירוק רחב ידיים המשלב טבע הררי עם פסלי ענק.

💡 Plan B גשם:
אם יורד גשם כבד, דלג על חלק מהשבילים החיצוניים וכנס ישירות לביתן פיקאסו המקורה.

[רמת עומס: 🟡 בינוני]

🍽️ פתרון תזונה: מכוסה בתכנון היומי — אוכל כשר שהוכן/נרכש מראש או חטיפים מהתיק.

🥤 שילוב חלבון: חטיף/שייק חלבון זמין בתיק — לצריכה לפי הצורך.

🔍 לסינון: מוזיאון / פארק",חזרה קצרה באוטובוס לתחנת Hakone-Yumoto ועליה לרכבת ההרים לתחנת Chokokunomori.,האקונה - מרכז (גורה),13:30 - 15:15,שעה ו-45 דקות,,"40 ₪ (~2,150 ¥)","🚨 מומלץ להזמין מראש: החל מ-13/10/2026 (שבוע מראש) לדילוג על תור המבקרים.
⏰ התראה: קבע/י תזכורת ליום פתיחת ההזמנות 13/10/2026 + תזכורת הכנה יום לפני (12/10/2026) — לוודא אמצעי תשלום, פרטים וזמינות.","רשמי: https://www.hakone-oam.or.jp/en/
Klook: https://www.klook.com/search/result/?query=Hakone%20Open-Air%20Museum
Trip: https://www.trip.com/things-to-do/list?pagetype=city&keyword=Hakone%20Open-Air%20Museum&kwdfrom=srch&ext-searchpage=1
KKday: https://www.kkday.com/en/product/productlist/Hakone%20Open-Air%20Museum
GetYourGuide: https://www.getyourguide.com/s?q=Hakone+Open-Air+Museum
Pelago: https://www.pelago.co/en-US/search/?keyword=Hakone%20Open-Air%20Museum",≈ 45 דקות ברכבת ההרים,https://www.google.com/maps/dir/?api=1&origin=Tenzan+Onsen+Hakone&destination=Hakone+Open-Air+Museum,,⚠️ שירותים,✓ נעלי הליכה נוחות | ✓ Power Bank וכבל

🌋,08 (שלישי),20/10/2026,Owakudani Volcanic Valley,טבע ופארקים | נוף טבעי,⭐⭐⭐⭐⭐ חובה,"Hakone, Kanagawa",☀️ שמש / ☁️ מעונן (ללא ערפל),"העמק הוולקני בהאקונה:

• עצירת חובה באמצע הרכבל! תצפית על פתחי גופרית מעשנים בפסגת ההר, וטעימת 'הביצים השחורות' המפורסמות (שלוקות במעיינות גופרית).

🚨 אזהרת שעות: הרכבל משנה שעות פעילות באוקטובר! הרכבל האחרון עלול לצאת בסביבות 16:45. אל תתעכב כאן מעבר ל-40 הדקות שקצבת לעצמך כדי להספיק בבטחה לרכבל.

💡 שימוש בשקיות זיפלוק/גופיה: השתמש בשקית זיפלוק כדי לאטום את קליפות הביצים השחורות או אשפה עם ריח גופרית חזק, למניעת ריח עז בתיק הגב שלך.

🍽️ פתרון תזונה יומי: טעימת ביצה שחורה (אוכל מקומי) פה, ובערב הבנטו.

🍫 שילוב חלבון: חטיף חלבון באוויר הקר של הפסגה.

[רמת עומס: 🟢 קל]

💡 Plan B גשם: אם יורד גשם כבד — קיצור ההליכה ומעבר למתחם מקורה סמוך.

🔍 לסינון: פארק / טבע / אוכל",ירידה בתחנת האמצע Owakudani של רכבל Hakone Ropeway.,האקונה - הרים,15:15 - 16:00,45 דקות,,כלול ברכבל,🚶‍♂️ אין צורך להזמין מראש: יורדים חופשי מהרכבל.,https://www.japan-guide.com/e/e5203.html,≈ 15 דקות ברכבל,https://www.google.com/maps/dir/?api=1&origin=Sounzan+Station&destination=Owakudani,ערפל,⚠️ שירותים,✓ ז'קט עליון (קר בפסגה) | ✓ מצלמה | ✓ Power Bank וכבל

🚠,08 (שלישי),20/10/2026,Hakone Ropeway / Bus to Togendai,תחבורה | רכבל נופי,⭐⭐⭐⭐⭐ חובה,"1300 Gora, Hakone, Ashigarashimo District, Kanagawa",☀️ שמש (ראות טובה),"רכבל האקונה:

• המשך נסיעה ברכבל תלוי המציע תצפית פנורמית על העמק הגיאותרמי והר פוג'י.

💡 Plan B ערפל כבד/רוח:
אם הרכבל מושבת, קח אוטובוס מקומי (קו H/T) מתחנת גורה ישירות למסוף Togendai.

🍫 שילוב חלבון: חטיף חלבון במהלך תצפית הרכבל.

[רמת עומס: 🟡 בינוני]

🍽️ פתרון תזונה: מכוסה בתכנון היומי — אוכל כשר שהוכן/נרכש מראש או חטיפים מהתיק.

🔍 לסינון: תחבורה / אטרקציה","המשך נסיעה מהתחנה אל עבר Togendai.

[הנחיית רכבל: ❌ כרטיס IC לא תקף ברכבל, רכוש כרטיס בקופה].",האקונה - טוגנדאי,16:00 - 16:45,45 דקות,,"30 ₪ (~1,600 ¥)",🚶‍♂️ תשלום במקום: קופות הרכבל בתחנת המוצא.,https://www.hakonenavi.jp/international/en/,המשך רציף על הרכבל,https://www.google.com/maps/dir/?api=1&origin=Owakudani&destination=Togendai+Station+Hakone,,⚠️ שירותים,✓ מצלמה בשלוף לנוף לפוג'י | ✓ Power Bank וכבל

🍽️,08 (שלישי),20/10/2026,משלוח בנטו כשר לריוקאן,לוגיסטיקה | מזון כשר,⭐⭐⭐⭐⭐ חובה,"1245-725 Sengokuhara, Hakone, Kanagawa 250-0631",הכל (מקורה),"קבלת ארוחת הערב (בנטו כשר מ-Kosher Delica / חב'ד טוקיו).

🚨 המשלוח מגיע בקירור (Ta-Q-Bin Cool) אל פקיד הקבלה בריוקאן.

💡 טיפ חשוב: יומיים לפני ההגעה, שלח הודעה לריוקאן באפליקציית Booking ויידע אותם שמגיעה חבילה בקירור על שמך ושאתה מבקש שישמרו במקרר עד שתגיע.

[רמת עומס: 🟡 בינוני]

💡 Plan B: אם הדלפק סגור/עמוס — ביצוע הפעולה בקומביני או דלפק חלופי סמוך.

🍽️ פתרון תזונה: מכוסה בתכנון היומי — אוכל כשר שהוכן/נרכש מראש או חטיפים מהתיק.

🥤 שילוב חלבון: חטיף/שייק חלבון זמין בתיק — לצריכה לפי הצורך.

🔍 לסינון: לוגיסטיקה / אוכל",משלוח קירור עד הריוקאן,האקונה - סנגוקוהרה,17:00 - 17:15,15 דקות,,"כ-130 ₪ (~7000 ¥)","🚨 חובה להזמין מראש: שבועיים מראש באתר Kosher Delica! חובה להזין את הכתובת של Chojuyu Hakone ואת תאריך ההגעה (20/10/2026).
⏰ התראה: קבע/י תזכורת ליום פתיחת ההזמנות 20/10/2026 + תזכורת הכנה יום לפני (19/10/2026) — לוודא אמצעי תשלום, פרטים וזמינות.",https://kosherdelica.com,אין צורך בנסיעה (משלוח לריוקאן),אין צורך בניווט,,⚠️ קירור זמין בקבלה,✓ ביצוע ההזמנה מראש באינטרנט | ✓ Power Bank וכבל

🏨,08 (שלישי),20/10/2026,🏨 Chojuyu Hakone (Ryokan),לינה | ריוקאן (אונסן),⭐⭐⭐⭐⭐ חובה,"1245-725 Sengokuhara, Hakone, Kanagawa 250-0631",הכל (מקורה),"לינה בריוקאן מסורתי (Chojuyu):

• חוויית לינה אותנטית על מחצלות טאטאמי ומרחצאות. הגעה בטוחה לפני סגירת הקבלה (19:00).

💡 מאחר ואין מטבח לבישול בריוקאן, ארוחת הערב שלך תהיה קופסאות הבנטו שהזמנת מראש.

[רמת עומס: 🟢 קל]

💡 Plan B: אין צורך — זו נקודת לינה/מנוחה קבועה שכבר הוזמנה.

🍽️ פתרון תזונה: ארוחת ערב/בוקר בהכנה עצמאית בדירה או שאריות מהיום.

🥤 שילוב חלבון: חטיף/שייק חלבון זמין בתיק — לצריכה לפי הצורך.

🔍 לסינון: לינה / מרחצאות",ממסוף הרכבל Togendai קח אוטובוס מקומי בקו T צפונה ישירות לרובע Sengokuhara.,האקונה - סנגוקוהרה,17:15 ואילך,לינה,,220.96 ₪,✅ כבר הוזמן ושולם (72.24$). צ'ק אין מ-15:00.,"רשמי: https://www.booking.com/
Klook: https://www.klook.com/search/result/?query=Chojuyu%20Hakone
Trip: https://www.trip.com/things-to-do/list?pagetype=city&keyword=Chojuyu%20Hakone&kwdfrom=srch&ext-searchpage=1
KKday: https://www.kkday.com/en/product/productlist/Chojuyu%20Hakone
GetYourGuide: https://www.getyourguide.com/s?q=Chojuyu+Hakone
Pelago: https://www.pelago.co/en-US/search/?keyword=Chojuyu%20Hakone",≈ 20 דקות באוטובוס,https://www.google.com/maps/dir/?api=1&origin=Togendai+Station+Hakone&destination=1245-725+Sengokuhara+Hakone,,⚠️ שירותים,✓ דרכון לצ'ק אין | ✓ Power Bank וכבל




🚌,09 (רביעי),21/10/2026,Hakone Tozan Bus,תחבורה | אוטובוס,⭐⭐⭐⭐⭐ חובה,"164 Moto-Hakone, Hakone, Ashigarashimo District, Kanagawa",הכל,"עזיבת הריוקאן בבוקר ונסיעה למזח השייט בטוגנדאי. (המסלול תוקן גיאוגרפית!).

[רמת עומס יומית: 🔴 קשה - יום מעבר ארוך ודינמי אל נאגויה].

[בוקר רגוע: קום, התפלל, אכול קלות, וצא ב-09:15 מהריוקאן].

🍽️ פתרון תזונה יומי: הצטיידות בסופרמרקט בנאגויה לערב בקפסולה.

🥤 שילוב חלבון: שייק חלבון בערב בקפסולה כהשלמה.

💡 Plan B: במקרה עיכוב/ביטול — המתנה בתחנה/מסוף או חלופה (רכבת/אוטובוס/מונית).

🔍 לסינון: תחבורה","תחנת אוטובוס מחוץ לפתח הריוקאן, עליה על קו האוטובוס המקומי T ישירות אל מסוף Togendai.",האקונה,09:15 - 09:30,15 דקות,,10 ₪ (~550 ¥),🚶‍♂️ תשלום במקום (באמצעות כרטיס IC).,https://www.hakonenavi.jp/international/en/,≈ 15 דקות באוטובוס,https://www.google.com/maps/dir/?api=1&origin=1245-725+Sengokuhara+Hakone&destination=Togendai+Port,,⚠️ שירותים,✓ ארגון התיק הקטן מראש לעזיבה מהירה | ✓ Power Bank וכבל

⛴️,09 (רביעי),21/10/2026,Hakone Sightseeing Cruise,אטרקציה | שייט נופי,⭐⭐⭐⭐ מומלץ,"164 Moto-Hakone, Hakone, Ashigarashimo District, Kanagawa",☀️ שמש / ☁️ מעונן,"שייט בספינת הפיראטים באגם אשי:

• שייט כיוון אחד ממסוף טוגנדאי אל מוטו-האקונה. מאפשר לך לנחות בדיוק במסוף שממנו יוצא האוטובוס הבא!

💡 Plan B ערפל כבד:
אם השייט מושבת, קח אוטובוס ישיר קו H מסביב לאגם.

[רמת עומס: 🟡 בינוני]

🍽️ פתרון תזונה: מכוסה בתכנון היומי — אוכל כשר שהוכן/נרכש מראש או חטיפים מהתיק.

🥤 שילוב חלבון: חטיף/שייק חלבון זמין בתיק — לצריכה לפי הצורך.

🔍 לסינון: תחבורה / אטרקציה","הספינה יוצאת ישירות ממזח Togendai Pier לכיוון Moto-Hakone.

[הנחיית שייט: ❌ כרטיס IC לא תקף, רכוש כרטיס בקופה].",האקונה - אגם אשי,09:45 - 10:25,40 דקות,,"30 ₪ (~1,600 ¥)","🚨 מומלץ להזמין מראש: החל מ-07/10/2026 (שבועיים מראש) להבטחת המקום ולהימנעות מתורים.
⏰ התראה: קבע/י תזכורת ליום פתיחת ההזמנות 07/10/2026 + תזכורת הכנה יום לפני (06/10/2026) — לוודא אמצעי תשלום, פרטים וזמינות.","רשמי: https://www.hakone-kankosen.co.jp/foreign/en/
Klook: https://www.klook.com/search/result/?query=Hakone%20Sightseeing%20Cruise
Trip: https://www.trip.com/things-to-do/list?pagetype=city&keyword=Hakone%20Sightseeing%20Cruise&kwdfrom=srch&ext-searchpage=1
KKday: https://www.kkday.com/en/product/productlist/Hakone%20Sightseeing%20Cruise
GetYourGuide: https://www.getyourguide.com/s?q=Hakone+Sightseeing+Cruise
Pelago: https://www.pelago.co/en-US/search/?keyword=Hakone%20Sightseeing%20Cruise",הגעה ישירה לאותו מתחם (0 דקות),https://www.google.com/maps/dir/?api=1&origin=Togendai+Port&destination=Moto-Hakone+Port,גשם,⚠️ שירותים,✓ שובר Klook זמין באפליקציה | ✓ Power Bank וכבל
